session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag,sequence_id
SES_VER_ELI_0000,athlete_79,119,vertical_jump,92.27,89.85,101.67,100.99,61.55,52.54,115.27,120.8,91.46,86.33,15.65,0.86,31.29,1.49,0.51,63.6,0.95,92.3,landing,elite,Hold this form.,3
SES_SPR_POO_0011,athlete_75,1326,sprint,99.98,87.5,142.2,129.94,136.25,105.31,134.23,120.27,92.39,97.53,43.24,5.1,21.29,-1.57,0.41,0,0.657,44.4,setup,poor,Work on symmetry.,44
SES_JAV_ELI_0012,athlete_68,1549,javelin,106.65,112.02,139.79,143.93,171.73,167.69,124.74,138.09,95.67,83.7,36.89,2.6,37.36,-1.48,0.52,0,0.756,96.2,takeoff,elite,Great form! Maintain position.,51
SES_SPR_GOO_0009,athlete_27,1099,sprint,63.97,52.95,93.68,92.99,78.15,85.71,88.91,96.19,73.71,76.04,16.15,1.98,26.91,2.91,0.54,0,0.796,82.6,descent,good,Slight asymmetry detected.,36
SES_VER_AVE_0002,athlete_13,356,vertical_jump,115.17,116.15,110.33,118.99,87.36,91.47,125.69,152.46,73.94,84.74,24.15,1.86,26.22,-0.99,0.57,41.1,0.774,64.3,landing,average,Lower your hips.,11
SES_SPR_AVE_0010,athlete_67,1286,sprint,68.13,68.09,112.51,112.65,102.01,97.54,106.03,111.33,93.48,72.87,23.8,1.85,28.51,1.34,0.4,0,0.799,65.2,takeoff,average,Lower your hips.,42
SES_SNA_AVE_0006,athlete_29,822,snatch,107.47,115.87,113.66,123.74,64.97,76.36,149.03,160.75,83.45,82.67,36.02,1.24,26.33,-0.49,0.41,0,0.77,64.8,takeoff,average,Control trunk lean.,27
SES_JAV_AVE_0014,athlete_73,1769,javelin,115.14,125.81,160.83,161.72,135.45,147.58,148.69,150.39,83.87,76.48,39.38,2.63,19.34,0.28,0.43,0,0.651,56.4,flight,average,Control trunk lean.,58
SES_SNA_AVE_0006,athlete_11,797,snatch,94.72,107.59,121.9,121.95,62.77,72.66,163.39,163.86,73.93,80.52,43.61,2.17,24.04,5.39,0.42,0,0.779,63.7,takeoff,average,Activate core more.,26
SES_CRI_GOO_0017,athlete_65,2151,cricket_bat,131.82,128.93,151.51,148.16,90.48,94.66,163.95,152.33,98.83,89.05,28.38,1.17,24.6,4.25,0.43,0,0.767,83.4,takeoff,good,"Good depth, push harder through the heels.",71
SES_VER_AVE_0002,athlete_23,245,vertical_jump,109.09,120.24,123.29,121.53,78.22,65.7,155.84,145.03,91.73,90.21,17.56,1.55,37.69,-0.28,0.5,39.9,0.765,61.6,setup,average,Lower your hips.,8
SES_SNA_GOO_0005,athlete_28,665,snatch,92.88,101.43,109.49,105.69,52.47,39.01,173.07,172.67,85.35,83.32,32.18,1.08,29.28,4.84,0.57,0,0.862,85.3,setup,good,"Good depth, push harder through the heels.",22
SES_JAV_ELI_0012,athlete_39,1473,javelin,110.53,107.24,148.88,140.62,175.0,165.39,135.42,137.23,84.11,81.05,33.2,3.11,36.26,1.08,0.56,0,0.754,92.7,setup,elite,Great form! Maintain position.,49
SES_JAV_GOO_0013,athlete_07,1598,javelin,116.76,115.58,154.77,156.99,165.95,154.67,138.27,141.16,92.34,78.37,36.46,3.92,21.2,1.99,0.58,0,0.733,84.0,descent,good,"Good depth, push harder through the heels.",53
SES_VER_POO_0003,athlete_61,379,vertical_jump,131.31,133.31,142.04,133.52,94.29,98.33,148.68,140.25,73.01,78.26,34.83,0.87,26.15,-1.22,0.45,17.9,0.677,38.0,flight,poor,Critical form deviation.,12
SES_CRI_GOO_0017,athlete_79,2077,cricket_bat,131.81,116.48,154.55,148.31,100.68,102.01,151.32,147.44,86.86,88.33,9.53,1.85,32.24,0.43,0.5,0,0.733,75.2,setup,good,"Good depth, push harder through the heels.",69
SES_JAV_GOO_0013,athlete_07,1607,javelin,112.09,115.44,152.28,154.28,156.32,156.18,131.42,137.43,89.11,79.18,41.06,3.92,21.2,1.99,0.58,0,0.727,82.6,takeoff,good,"Good depth, push harder through the heels.",53
SES_SPR_POO_0011,athlete_29,1428,sprint,88.41,88.8,137.04,144.91,109.26,105.71,132.55,132.06,99.1,86.82,40.55,1.78,12.02,4.96,0.53,0,0.701,35.5,descent,poor,Critical form deviation.,47
SES_CRI_AVE_0018,athlete_59,2169,cricket_bat,145.49,144.51,145.55,165.3,116.73,113.51,149.16,164.95,83.87,80.12,31.78,3.51,36.71,4.25,0.4,0,0.677,64.2,descent,average,Activate core more.,72
SES_VER_GOO_0001,athlete_46,146,vertical_jump,107.69,101.83,103.3,102.25,66.44,69.68,150.91,139.78,84.35,86.38,17.63,2.67,21.85,4.22,0.41,47.7,0.861,76.7,landing,good,Extend hips fully.,4
SES_JAV_ELI_0012,athlete_68,1536,javelin,113.64,103.14,143.22,148.37,164.5,166.8,134.84,136.93,81.31,84.78,37.03,2.6,37.36,-1.48,0.52,0,0.741,94.0,setup,elite,Great form! Maintain position.,51
SES_SNA_AVE_0006,athlete_29,816,snatch,103.09,115.87,112.07,132.47,69.7,64.05,156.77,164.77,88.41,82.09,38.42,1.24,26.33,-0.49,0.41,0,0.728,64.3,descent,average,Control trunk lean.,27
SES_CRI_GOO_0017,athlete_15,2105,cricket_bat,134.89,130.92,150.68,148.9,87.69,103.8,154.59,146.76,86.84,78.83,19.76,0.97,12.01,-2.16,0.36,0,0.768,82.8,setup,good,Slight asymmetry detected.,70
SES_CRI_ELI_0016,athlete_73,1939,cricket_bat,119.14,127.34,148.13,146.99,90.34,94.16,154.94,131.08,86.13,83.97,23.16,1.45,35.74,1.94,0.43,0,0.797,95.2,takeoff,elite,Hold this form.,64
SES_CRI_AVE_0018,athlete_33,2223,cricket_bat,144.42,147.55,153.77,153.11,126.98,122.01,175.0,160.51,88.1,85.11,30.08,0.2,16.78,4.95,0.41,0,0.712,62.4,setup,average,Activate core more.,74
SES_JAV_GOO_0013,athlete_07,1619,javelin,104.36,115.68,160.78,154.62,157.53,160.3,138.16,150.06,84.76,80.28,48.63,3.92,21.2,1.99,0.58,0,0.696,81.9,flight,good,"Good depth, push harder through the heels.",53
SES_JAV_POO_0015,athlete_28,1843,javelin,164.91,145.46,173.33,170.4,125.58,123.82,153.3,152.62,62.59,64.85,66.4,1.63,30.33,3.74,0.48,0,0.56,31.8,descent,poor,LOWER HIPS!,61
SES_JAV_AVE_0014,athlete_66,1770,javelin,111.02,110.3,135.13,159.63,153.51,154.59,148.95,146.51,89.51,92.13,33.93,1.12,29.98,1.94,0.39,0,0.632,58.3,setup,average,Control trunk lean.,59
SES_VER_AVE_0002,athlete_48,295,vertical_jump,108.95,103.95,104.97,125.08,68.27,82.71,130.83,135.97,76.22,82.07,25.05,2.17,34.4,4.18,0.43,27.5,0.729,62.9,landing,average,Lower your hips.,9
SES_SNA_ELI_0004,athlete_27,513,snatch,86.58,83.66,110.14,103.29,46.84,34.72,180,179.25,80.33,86.3,26.21,0,22.75,-0.15,0.55,0,0.921,96.1,setup,elite,Hold this form.,17
SES_VER_POO_0003,athlete_19,428,vertical_jump,130.54,130.34,153.44,146.13,83.68,82.47,155.19,144.67,76.09,69.91,32.08,1.73,29.0,-2.4,0.51,24.0,0.685,38.1,descent,poor,Critical form deviation.,14
SES_SPR_POO_0011,athlete_06,1390,sprint,87.13,91.93,144.42,117.45,112.53,123.15,142.9,127.58,93.49,89.81,49.53,0,39.96,5.21,0.45,0,0.647,34.8,descent,poor,Adjust knee alignment.,46
SES_JAV_POO_0015,athlete_28,1848,javelin,149.91,148.17,175.62,159.94,124.57,128.31,158.3,164.65,76.22,74.8,69.19,1.63,30.33,3.74,0.48,0,0.57,31.6,takeoff,poor,LOWER HIPS!,61
SES_SPR_POO_0011,athlete_75,1334,sprint,99.62,92.68,132.2,142.71,113.87,109.13,132.14,115.29,95.68,83.85,39.62,5.1,21.29,-1.57,0.41,0,0.675,45.5,descent,poor,Work on symmetry.,44
SES_JAV_GOO_0013,athlete_07,1590,javelin,112.61,117.78,163.63,155.86,166.05,158.67,153.44,148.39,80.73,77.39,44.65,3.92,21.2,1.99,0.58,0,0.713,84.4,setup,good,"Good depth, push harder through the heels.",53
SES_SPR_ELI_0008,athlete_41,1000,sprint,43.03,57.1,89.66,89.06,69.39,70.47,81.16,85.09,75.05,73.66,18.93,1.95,22.47,7.38,0.51,0,0.8,93.0,descent,elite,Great form! Maintain position.,33
SES_SPR_AVE_0010,athlete_67,1272,sprint,70.21,66.46,129.93,115.09,80.95,98.62,104.04,129.13,87.09,82.36,35.96,1.85,28.51,1.34,0.4,0,0.75,66.0,descent,average,Lower your hips.,42
SES_SPR_ELI_0008,athlete_41,990,sprint,49.64,51.48,83.19,82.17,87.19,63.22,81.16,105.02,68.72,61.42,5.04,1.95,22.47,7.38,0.51,0,0.886,92.8,setup,elite,Great form! Maintain position.,33
SES_SNA_AVE_0006,athlete_23,752,snatch,113.31,126.58,123.19,123.24,72.01,68.54,147.15,165.05,81.85,80.68,21.66,1.02,17.89,-0.36,0.51,0,0.785,56.9,setup,average,Lower your hips.,25
SES_SNA_ELI_0004,athlete_14,570,snatch,84.64,87.42,89.05,114.39,41.29,49.09,173.67,172.74,88.45,98.24,20.32,1.28,40.29,3.03,0.44,0,0.874,94.3,setup,elite,Great form! Maintain position.,19
SES_SPR_AVE_0010,athlete_49,1318,sprint,69.95,73.12,113.81,121.34,95.28,105.42,109.78,109.28,81.14,80.78,28.28,0.95,27.31,6.44,0.43,0,0.767,71.1,takeoff,average,Control trunk lean.,43
SES_VER_GOO_0001,athlete_52,164,vertical_jump,95.66,107.54,110.75,110.29,72.42,61.76,126.45,135.72,79.34,82.77,19.06,4.13,17.4,-1.83,0.55,44.6,0.841,81.2,takeoff,good,Extend hips fully.,5
SES_SNA_POO_0007,athlete_11,908,snatch,134.78,123.65,151.36,144.53,84.49,78.17,124.91,152.05,63.3,68.51,32.25,2.14,29.83,1.47,0.37,0,0.682,44.8,descent,poor,Work on symmetry.,30
SES_JAV_AVE_0014,athlete_60,1732,javelin,124.15,130.32,157.69,164.7,141.14,138.5,147.24,151.24,75.15,76.42,53.86,3.8,21.97,3.08,0.59,0,0.652,65.3,takeoff,average,Activate core more.,57
SES_VER_AVE_0002,athlete_13,346,vertical_jump,107.27,113.42,124.58,118.09,72.11,88.42,137.12,141.66,66.01,78.29,20.08,1.86,26.22,-0.99,0.57,41.1,0.767,65.2,takeoff,average,Lower your hips.,11
SES_SNA_GOO_0005,athlete_22,650,snatch,89.57,95.4,114.84,116.08,56.16,47.16,165.64,168.5,90.06,91.79,27.37,1.84,29.67,4.16,0.43,0,0.877,80.9,flight,good,Slight asymmetry detected.,21
SES_VER_GOO_0001,athlete_46,142,vertical_jump,102.73,99.87,90.34,107.17,66.44,68.2,140.91,129.78,82.79,74.45,14.0,2.67,21.85,4.22,0.41,47.7,0.816,77.1,flight,good,Extend hips fully.,4
SES_SNA_AVE_0006,athlete_11,804,snatch,109.08,98.91,121.9,123.13,61.26,68.17,165.15,158.48,85.46,83.3,43.1,2.17,24.04,5.39,0.42,0,0.789,61.9,landing,average,Activate core more.,26
SES_CRI_AVE_0018,athlete_33,2237,cricket_bat,146.06,149.18,149.28,146.15,98.69,106.88,165.0,159.39,83.72,82.18,43.53,0.2,16.78,4.95,0.41,0,0.707,63.3,takeoff,average,Activate core more.,74
SES_VER_GOO_0001,athlete_52,178,vertical_jump,95.34,97.21,112.1,100.65,61.97,68.61,127.53,129.78,89.83,81.03,26.09,4.13,17.4,-1.83,0.55,44.6,0.843,81.8,landing,good,Extend hips fully.,5
SES_CRI_GOO_0017,athlete_15,2115,cricket_bat,127.61,133.15,154.96,143.5,102.6,89.79,145.98,153.4,88.9,90.94,29.71,0.97,12.01,-2.16,0.36,0,0.745,83.1,takeoff,good,Slight asymmetry detected.,70
SES_SPR_AVE_0010,athlete_04,1253,sprint,64.77,68.52,121.28,119.12,91.2,97.52,92.83,120.02,86.56,77.13,33.1,2.26,17.05,4.37,0.56,0,0.777,65.4,takeoff,average,Lower your hips.,41
SES_VER_POO_0003,athlete_50,479,vertical_jump,135.66,128.07,137.78,132.01,97.52,103.53,147.63,149.05,69.83,68.7,39.38,0.96,34.75,4.16,0.45,15.6,0.671,35.1,landing,poor,Work on symmetry.,15
SES_JAV_ELI_0012,athlete_53,1528,javelin,105.28,105.71,148.89,157.08,165.25,168.92,128.19,130.94,86.72,90.57,38.68,0.72,20.53,-0.49,0.53,0,0.762,93.0,flight,elite,Great form! Maintain position.,50
SES_VER_GOO_0001,athlete_46,127,vertical_jump,100.41,99.36,113.04,98.68,66.16,77.39,141.14,136.87,86.37,81.47,16.73,2.67,21.85,4.22,0.41,47.7,0.839,77.0,descent,good,Extend hips fully.,4
SES_VER_ELI_0000,athlete_21,26,vertical_jump,101.25,92.29,97.63,91.2,65.48,69.96,117.95,113.69,98.87,89.62,13.47,3.75,40.25,2.33,0.48,49.9,0.914,93.1,landing,elite,Great form! Maintain position.,0
SES_SNA_GOO_0005,athlete_22,645,snatch,91.8,95.59,119.84,101.08,51.16,57.77,178.26,168.11,87.79,82.57,30.89,1.84,29.67,4.16,0.43,0,0.841,79.5,takeoff,good,Slight asymmetry detected.,21
SES_JAV_AVE_0014,athlete_73,1757,javelin,125.31,121.75,170.32,161.87,144.28,153.57,144.53,142.93,76.99,72.71,58.98,2.63,19.34,0.28,0.43,0,0.657,57.0,takeoff,average,Control trunk lean.,58
SES_SPR_GOO_0009,athlete_27,1093,sprint,60.2,57.45,106.76,98.44,88.07,84.21,93.37,100.16,88.61,72.94,26.44,1.98,26.91,2.91,0.54,0,0.813,82.6,descent,good,Slight asymmetry detected.,36
SES_JAV_AVE_0014,athlete_66,1792,javelin,136.04,138.36,163.92,153.01,150.64,133.31,145.76,158.53,75.77,69.71,45.91,1.12,29.98,1.94,0.39,0,0.655,56.8,takeoff,average,Control trunk lean.,59
SES_CRI_AVE_0018,athlete_15,2216,cricket_bat,142.68,148.29,159.73,155.87,108.62,114.45,158.41,165.88,84.32,84.67,34.31,0.11,23.44,0.01,0.47,0,0.701,66.4,flight,average,Activate core more.,73
SES_SNA_AVE_0006,athlete_37,732,snatch,99.96,95.61,126.85,124.78,65.04,59.75,163.54,153.38,81.71,84.92,44.96,2.23,18.49,3.17,0.51,0,0.802,68.3,takeoff,average,Activate core more.,24
SES_JAV_POO_0015,athlete_47,1863,javelin,146.44,151.51,169.84,166.21,146.06,122.32,173.19,166.41,67.01,68.29,67.09,4.82,22.78,-0.61,0.3,0,0.583,42.9,setup,poor,Critical form deviation.,62
SES_SNA_GOO_0005,athlete_29,712,snatch,94.98,95.18,98.04,122.25,54.54,51.38,180,172.37,83.57,91.05,23.48,5.61,24.9,1.64,0.48,0,0.825,87.6,flight,good,Extend hips fully.,23
SES_CRI_ELI_0016,athlete_64,1997,cricket_bat,110.91,126.21,127.96,145.23,86.96,97.3,149.74,150.32,89.55,95.48,24.18,2.29,48.83,2.19,0.45,0,0.738,97.2,takeoff,elite,Hold this form.,66
SES_CRI_POO_0019,athlete_25,2293,cricket_bat,147.63,161.28,168.19,163.17,137.74,113.19,180,180,77.48,76.73,53.11,4.06,24.64,1.83,0.39,0,0.583,35.2,descent,poor,Critical form deviation.,76
SES_SNA_AVE_0006,athlete_37,744,snatch,118.39,105.58,128.42,120.82,58.37,50.24,164.11,166.33,84.49,77.82,44.96,2.23,18.49,3.17,0.51,0,0.77,68.3,landing,average,Activate core more.,24
SES_SNA_AVE_0006,athlete_29,832,snatch,106.01,101.27,124.37,119.25,74.31,71.0,171.13,175.74,76.04,79.74,39.38,1.24,26.33,-0.49,0.41,0,0.794,64.2,flight,average,Control trunk lean.,27
SES_SNA_POO_0007,athlete_79,890,snatch,142.9,131.06,141.68,142.45,79.01,76.01,154.9,150.37,68.7,79.81,41.66,1.83,32.0,4.97,0.38,0,0.694,42.5,flight,poor,Critical form deviation.,29
SES_JAV_GOO_0013,athlete_32,1657,javelin,116.24,120.38,148.24,140.76,160.41,160.79,139.53,134.06,89.37,90.02,47.37,2.86,21.56,-0.94,0.54,0,0.714,81.2,setup,good,"Good depth, push harder through the heels.",55
SES_JAV_POO_0015,athlete_28,1840,javelin,149.91,140.46,168.33,158.0,130.58,138.82,148.44,147.62,68.71,67.32,61.4,1.63,30.33,3.74,0.48,0,0.563,31.7,descent,poor,LOWER HIPS!,61
SES_JAV_ELI_0012,athlete_68,1537,javelin,118.64,104.2,138.22,144.55,159.5,171.8,132.13,131.93,86.31,88.09,42.03,2.6,37.36,-1.48,0.52,0,0.73,94.1,setup,elite,Great form! Maintain position.,51
SES_CRI_POO_0019,athlete_62,2364,cricket_bat,150.94,158.51,166.01,163.18,124.83,119.07,178.29,171.0,80.5,70.66,48.42,1.68,42.82,-3.36,0.41,0,0.6,32.8,flight,poor,Work on symmetry.,78
SES_VER_ELI_0000,athlete_70,77,vertical_jump,92.47,93.1,99.32,93.8,63.19,66.76,128.08,119.44,89.59,92.62,14.56,0.25,28.33,2.73,0.46,77.0,0.941,92.0,takeoff,elite,Hold this form.,2
SES_VER_AVE_0002,athlete_13,345,vertical_jump,112.27,118.42,129.58,123.09,77.11,83.42,132.12,136.66,71.01,83.29,25.08,1.86,26.22,-0.99,0.57,41.1,0.769,65.3,takeoff,average,Lower your hips.,11
SES_SNA_AVE_0006,athlete_37,738,snatch,108.39,107.28,126.85,120.07,64.53,59.75,177.2,166.16,75.94,83.64,44.96,2.23,18.49,3.17,0.51,0,0.801,67.5,flight,average,Activate core more.,24
SES_SNA_ELI_0004,athlete_14,596,snatch,86.54,94.58,100.31,100.26,40.37,41.07,176.91,173.47,91.17,92.49,19.94,1.28,40.29,3.03,0.44,0,0.922,94.8,landing,elite,Great form! Maintain position.,19
SES_VER_GOO_0001,athlete_52,159,vertical_jump,96.14,104.05,104.35,110.78,71.23,72.79,127.95,120.72,82.09,87.77,15.42,4.13,17.4,-1.83,0.55,44.6,0.837,81.3,descent,good,Extend hips fully.,5
SES_SNA_ELI_0004,athlete_35,550,snatch,88.26,92.74,93.1,92.0,50.98,39.65,175.0,177.33,92.76,89.9,22.68,3.24,49.53,0.28,0.53,0,0.931,96.0,descent,elite,Elite biomechanics detected.,18
SES_JAV_GOO_0013,athlete_67,1633,javelin,105.43,108.88,161.93,159.51,156.24,156.6,133.99,131.25,80.14,83.21,37.63,2.8,33.22,3.51,0.54,0,0.726,82.1,descent,good,Extend hips fully.,54
SES_SNA_AVE_0006,athlete_11,785,snatch,112.1,110.47,109.78,132.69,71.31,70.09,160.72,159.34,75.15,85.41,38.11,2.17,24.04,5.39,0.42,0,0.753,63.2,setup,average,Activate core more.,26
SES_SPR_POO_0011,athlete_06,1387,sprint,100.57,106.93,139.42,132.45,117.53,111.46,132.9,122.58,89.73,94.81,51.41,0,39.96,5.21,0.45,0,0.686,34.9,setup,poor,Adjust knee alignment.,46
SES_SNA_POO_0007,athlete_54,866,snatch,121.51,132.41,154.82,149.0,80.16,82.83,148.86,138.03,79.95,74.65,49.6,3.09,29.02,3.78,0.43,0,0.682,41.8,landing,poor,Work on symmetry.,28
SES_JAV_ELI_0012,athlete_39,1495,javelin,112.83,109.33,142.62,141.0,163.51,169.12,130.27,130.52,81.65,83.94,32.13,3.11,36.26,1.08,0.56,0,0.767,94.5,flight,elite,Great form! Maintain position.,49
SES_SPR_POO_0011,athlete_75,1325,sprint,94.98,92.5,138.0,134.94,141.25,108.32,129.23,125.27,93.59,92.53,38.24,5.1,21.29,-1.57,0.41,0,0.706,44.5,setup,poor,Work on symmetry.,44
SES_SPR_ELI_0008,athlete_61,1060,sprint,43.66,53.62,92.06,88.51,72.85,72.55,89.62,94.26,67.13,69.82,16.15,3.43,35.85,2.18,0.64,0,0.82,99.6,descent,elite,Hold this form.,35
SES_SNA_AVE_0006,athlete_11,808,snatch,108.47,108.91,117.09,113.13,53.97,68.21,165.15,158.48,75.46,82.17,30.03,2.17,24.04,5.39,0.42,0,0.809,62.7,landing,average,Activate core more.,26
SES_JAV_POO_0015,athlete_28,1834,javelin,147.48,142.75,174.49,178,108.87,145.52,157.33,152.79,68.71,69.02,51.87,1.63,30.33,3.74,0.48,0,0.584,30.8,setup,poor,LOWER HIPS!,61
SES_VER_GOO_0001,athlete_79,234,vertical_jump,94.12,91.18,106.82,97.69,63.33,66.19,144.71,130.31,86.88,77.6,14.91,1.96,23.98,1.93,0.46,37.9,0.845,78.1,landing,good,Slight asymmetry detected.,7
SES_SPR_AVE_0010,athlete_67,1289,sprint,71.32,67.27,117.51,117.65,97.01,92.54,117.02,117.48,98.48,77.87,30.0,1.85,28.51,1.34,0.4,0,0.783,64.5,takeoff,average,Lower your hips.,42
SES_JAV_GOO_0013,athlete_07,1614,javelin,111.87,119.51,160.84,162.4,162.53,157.31,133.16,129.09,86.02,78.9,45.48,3.92,21.2,1.99,0.58,0,0.717,81.9,flight,good,"Good depth, push harder through the heels.",53
SES_VER_POO_0003,athlete_41,418,vertical_jump,142.23,147.71,138.56,137.96,102.63,93.13,143.63,155.66,56.32,66.01,45.84,1.08,32.9,5.5,0.59,9.6,0.687,48.5,landing,poor,Critical form deviation.,13
SES_JAV_ELI_0012,athlete_53,1525,javelin,114.06,102.13,151.74,143.96,170.25,163.92,137.82,125.94,81.72,89.11,35.58,0.72,20.53,-0.49,0.53,0,0.733,94.0,flight,elite,Great form! Maintain position.,50
SES_JAV_AVE_0014,athlete_52,1682,javelin,123.52,134.45,166.04,162.79,141.13,147.24,122.59,152.59,75.86,78.47,40.23,0,29.45,0.4,0.41,0,0.648,67.0,setup,average,Lower your hips.,56
SES_SNA_ELI_0004,athlete_04,488,snatch,91.77,84.6,103.12,93.69,38.21,40.23,177.49,179.34,83.45,88.89,26.07,1.11,30.16,-2.51,0.54,0,0.899,94.5,descent,elite,Elite biomechanics detected.,16
SES_SPR_ELI_0008,athlete_23,1035,sprint,41.92,48.42,95.51,96.57,73.52,78.79,85.19,95.12,72.49,71.8,10.77,0.7,42.08,0.04,0.55,0,0.85,93.3,descent,elite,Hold this form.,34
SES_CRI_POO_0019,athlete_48,2371,cricket_bat,142.2,147.58,160.84,162.61,117.45,126.3,149.82,158.46,63.25,69.13,68.15,2.94,17.15,5.67,0.57,0,0.605,51.4,setup,poor,Critical form deviation.,79
SES_SPR_AVE_0010,athlete_04,1230,sprint,87.08,86.75,133.27,132.11,80.38,78.04,146.91,132.19,70.21,86.93,41.2,2.26,17.05,4.37,0.56,0,0.796,66.7,setup,average,Lower your hips.,41
SES_SNA_POO_0007,athlete_43,951,snatch,135.42,126.55,144.48,140.83,69.46,82.2,147.32,144.25,64.45,70.99,42.1,3.11,12.22,5.96,0.37,0,0.693,33.6,flight,poor,LOWER HIPS!,31
SES_JAV_ELI_0012,athlete_68,1558,javelin,103.47,107.84,150.6,147.43,167.05,169.98,129.13,133.09,90.02,75.61,36.81,2.6,37.36,-1.48,0.52,0,0.761,96.7,flight,elite,Great form! Maintain position.,51
SES_SPR_ELI_0008,athlete_61,1057,sprint,40.5,47.24,91.41,89.62,80.38,77.55,84.05,88.5,66.75,73.75,9.32,3.43,35.85,2.18,0.64,0,0.844,99.3,setup,elite,Hold this form.,35
SES_SPR_GOO_0009,athlete_08,1157,sprint,54.02,55.55,101.63,101.75,88.44,94.34,98.16,93.53,79.52,83.05,17.69,0,22.24,0.22,0.41,0,0.841,84.0,descent,good,"Good depth, push harder through the heels.",38
SES_JAV_AVE_0014,athlete_52,1692,javelin,113.52,128.29,157.12,164.0,142.89,143.36,135.57,145.64,90.83,77.61,44.0,0,29.45,0.4,0.41,0,0.628,66.8,descent,average,Lower your hips.,56
SES_SNA_AVE_0006,athlete_11,783,snatch,102.1,106.2,119.78,122.69,71.31,75.46,160.72,169.34,80.02,85.41,41.85,2.17,24.04,5.39,0.42,0,0.801,63.1,setup,average,Activate core more.,26
SES_SPR_ELI_0008,athlete_41,999,sprint,45.92,52.1,94.66,94.06,74.39,75.47,86.16,90.09,70.05,69.07,13.93,1.95,22.47,7.38,0.51,0,0.858,93.3,setup,elite,Great form! Maintain position.,33
SES_SPR_AVE_0010,athlete_04,1259,sprint,68.22,74.52,109.38,119.24,98.01,84.39,94.73,120.02,91.53,82.51,26.36,2.26,17.05,4.37,0.56,0,0.745,65.1,takeoff,average,Lower your hips.,41
SES_SNA_GOO_0005,athlete_28,684,snatch,100.03,99.42,110.06,111.01,61.21,36.01,175.0,178.12,79.97,83.03,32.19,1.08,29.28,4.84,0.57,0,0.896,84.9,landing,good,"Good depth, push harder through the heels.",22
SES_CRI_AVE_0018,athlete_15,2199,cricket_bat,148.48,141.09,143.99,160.53,108.13,117.63,171.31,167.97,79.31,87.45,40.99,0.11,23.44,0.01,0.47,0,0.671,66.8,descent,average,Activate core more.,73
SES_SPR_ELI_0008,athlete_23,1021,sprint,42.7,46.54,85.52,96.72,73.91,81.12,82.99,105.4,63.7,76.18,15.27,0.7,42.08,0.04,0.55,0,0.834,93.4,setup,elite,Hold this form.,34
SES_SNA_GOO_0005,athlete_22,649,snatch,91.8,90.94,119.84,111.08,51.16,42.96,162.33,163.5,95.06,92.57,32.37,1.84,29.67,4.16,0.43,0,0.875,80.7,flight,good,Slight asymmetry detected.,21
SES_VER_GOO_0001,athlete_52,176,vertical_jump,93.73,97.21,102.1,104.58,57.18,61.15,137.53,125.72,89.83,91.03,28.65,4.13,17.4,-1.83,0.55,44.6,0.862,81.8,landing,good,Extend hips fully.,5
SES_SNA_AVE_0006,athlete_37,736,snatch,99.96,107.28,126.85,120.07,55.04,69.75,167.2,163.38,76.73,78.73,44.96,2.23,18.49,3.17,0.51,0,0.782,68.0,takeoff,average,Activate core more.,24
SES_SPR_GOO_0009,athlete_16,1188,sprint,64.38,59.36,103.52,96.34,90.01,77.42,89.78,93.78,72.17,74.08,21.33,0.62,14.63,2.24,0.49,0,0.806,82.4,descent,good,"Good depth, push harder through the heels.",39
SES_SPR_ELI_0008,athlete_41,1002,sprint,49.1,47.1,99.66,84.49,68.87,71.88,83.02,85.09,81.45,78.05,17.86,1.95,22.47,7.38,0.51,0,0.842,93.2,descent,elite,Great form! Maintain position.,33
SES_SPR_AVE_0010,athlete_49,1299,sprint,69.21,72.68,122.79,115.8,94.79,91.17,117.02,112.4,90.34,93.26,24.63,0.95,27.31,6.44,0.43,0,0.768,69.9,setup,average,Control trunk lean.,43
SES_CRI_GOO_0017,athlete_69,2053,cricket_bat,135.17,132.95,153.79,146.14,90.22,91.86,150.87,151.61,84.93,94.4,19.28,2.76,28.84,4.74,0.53,0,0.76,82.7,descent,good,Slight asymmetry detected.,68
SES_CRI_POO_0019,athlete_48,2373,cricket_bat,150.21,156.54,168.33,164.46,127.45,122.16,149.94,168.46,68.11,79.13,58.15,2.94,17.15,5.67,0.57,0,0.6,51.2,setup,poor,Critical form deviation.,79
SES_SPR_GOO_0009,athlete_16,1177,sprint,59.06,62.82,102.64,95.14,78.55,92.43,97.18,93.49,83.9,79.08,24.31,0.62,14.63,2.24,0.49,0,0.809,80.2,setup,good,"Good depth, push harder through the heels.",39
SES_SNA_POO_0007,athlete_79,871,snatch,147.55,120.67,134.37,158.71,86.34,114.09,175.0,142.26,90.52,74.63,20.58,1.83,32.0,4.97,0.38,0,0.611,43.7,setup,poor,Critical form deviation.,29
